48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
49291,0.3333333333333333,0.2,0.1,0.5
43636,0.3333333333333333,0.2,0.1,1.0
43408,0.3333333333333333,0.2,0.1,0.5
44970,0.0,0.0,0.0,0.0625
44619,0.3333333333333333,0.2,0.1,1.0
44429,0.0,0.0,0.0,0.0
42658,0.0,0.0,0.0,0.0
47622,0.0,0.2,0.1,0.25
47934,0.0,0.0,0.0,0.09090909090909091
47344,0.0,0.0,0.0,0.027777777777777776
49057,0.3333333333333333,0.2,0.1,1.0
48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
49291,0.3333333333333333,0.2,0.1,0.5
43636,0.3333333333333333,0.2,0.1,1.0
43408,0.3333333333333333,0.2,0.1,0.5
44970,0.0,0.0,0.0,0.0625
44619,0.3333333333333333,0.2,0.1,1.0
44429,0.0,0.0,0.0,0.0
42658,0.0,0.0,0.0,0.0
47622,0.0,0.2,0.1,0.25
47934,0.0,0.0,0.0,0.09090909090909091
47344,0.0,0.0,0.0,0.027777777777777776
49057,0.3333333333333333,0.2,0.1,1.0
48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
49291,0.3333333333333333,0.2,0.1,0.5
43636,0.3333333333333333,0.2,0.1,1.0
43408,0.3333333333333333,0.2,0.1,0.5
44970,0.0,0.0,0.0,0.0625
44619,0.3333333333333333,0.2,0.1,1.0
44429,0.0,0.0,0.0,0.0
42658,0.0,0.0,0.0,0.0
47622,0.0,0.2,0.1,0.25
47934,0.0,0.0,0.0,0.09090909090909091
47344,0.0,0.0,0.0,0.027777777777777776
49057,0.3333333333333333,0.2,0.1,1.0
48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
49291,0.3333333333333333,0.2,0.1,0.5
43636,0.3333333333333333,0.2,0.1,1.0
43408,0.3333333333333333,0.2,0.1,0.5
44970,0.0,0.0,0.0,0.0625
44619,0.3333333333333333,0.2,0.1,1.0
44429,0.0,0.0,0.0,0.0
42658,0.0,0.0,0.0,0.0
47622,0.0,0.2,0.1,0.25
47934,0.0,0.0,0.0,0.09090909090909091
47344,0.0,0.0,0.0,0.027777777777777776
49057,0.3333333333333333,0.2,0.1,1.0
48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
49291,0.3333333333333333,0.2,0.1,0.5
43636,0.3333333333333333,0.2,0.1,1.0
43408,0.3333333333333333,0.2,0.1,0.5
44970,0.0,0.0,0.0,0.0625
44619,0.3333333333333333,0.2,0.1,1.0
44429,0.0,0.0,0.0,0.0
42658,0.0,0.0,0.0,0.0
47622,0.0,0.2,0.1,0.25
47934,0.0,0.0,0.0,0.09090909090909091
47344,0.0,0.0,0.0,0.027777777777777776
49057,0.3333333333333333,0.2,0.1,1.0
48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
49291,0.3333333333333333,0.2,0.1,0.5
43636,0.3333333333333333,0.2,0.1,1.0
43408,0.3333333333333333,0.2,0.1,0.5
44970,0.0,0.0,0.0,0.0625
44619,0.3333333333333333,0.2,0.1,1.0
44429,0.0,0.0,0.0,0.0
42658,0.0,0.0,0.0,0.0
47622,0.0,0.2,0.1,0.25
47934,0.0,0.0,0.0,0.09090909090909091
47344,0.0,0.0,0.0,0.027777777777777776
49057,0.3333333333333333,0.2,0.1,1.0
48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
49291,0.3333333333333333,0.2,0.1,0.5
43636,0.3333333333333333,0.2,0.1,1.0
43408,0.3333333333333333,0.2,0.1,0.5
44970,0.0,0.0,0.0,0.0625
44619,0.3333333333333333,0.2,0.1,1.0
44429,0.0,0.0,0.0,0.0
42658,0.0,0.0,0.0,0.0
47622,0.0,0.2,0.1,0.25
47934,0.0,0.0,0.0,0.09090909090909091
47344,0.0,0.0,0.0,0.027777777777777776
49057,0.3333333333333333,0.2,0.1,1.0
48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
49291,0.3333333333333333,0.2,0.1,0.5
43636,0.3333333333333333,0.2,0.1,1.0
43408,0.3333333333333333,0.2,0.1,0.5
44970,0.0,0.0,0.0,0.0625
44619,0.3333333333333333,0.2,0.1,1.0
44429,0.0,0.0,0.0,0.0
42658,0.0,0.0,0.0,0.0
47622,0.0,0.2,0.1,0.25
47934,0.0,0.0,0.0,0.09090909090909091
47344,0.0,0.0,0.0,0.027777777777777776
49057,0.3333333333333333,0.2,0.1,1.0
48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
49291,0.3333333333333333,0.2,0.1,0.5
43636,0.3333333333333333,0.2,0.1,1.0
43408,0.3333333333333333,0.2,0.1,0.5
44970,0.0,0.0,0.0,0.0625
44619,0.3333333333333333,0.2,0.1,1.0
44429,0.0,0.0,0.0,0.0
42658,0.0,0.0,0.0,0.0
47622,0.0,0.2,0.1,0.25
47934,0.0,0.0,0.0,0.09090909090909091
47344,0.0,0.0,0.0,0.027777777777777776
49057,0.3333333333333333,0.2,0.1,1.0
48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
49291,0.3333333333333333,0.2,0.1,0.5
43636,0.3333333333333333,0.2,0.1,1.0
43408,0.3333333333333333,0.2,0.1,0.5
44970,0.0,0.0,0.0,0.06666666666666667
44619,0.3333333333333333,0.2,0.1,1.0
44429,0.0,0.0,0.0,0.0
42658,0.0,0.0,0.0,0.0
47622,0.0,0.2,0.1,0.25
47934,0.0,0.0,0.0,0.09090909090909091
47344,0.0,0.0,0.0,0.027777777777777776
49057,0.3333333333333333,0.2,0.1,1.0
48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
49291,0.3333333333333333,0.2,0.1,0.5
43636,0.3333333333333333,0.2,0.1,1.0
43408,0.3333333333333333,0.2,0.1,0.5
44970,0.0,0.0,0.0,0.06666666666666667
44619,0.3333333333333333,0.2,0.1,1.0
44429,0.0,0.0,0.0,0.0
42658,0.0,0.0,0.0,0.0
47622,0.0,0.2,0.1,0.25
47934,0.0,0.0,0.0,0.09090909090909091
47344,0.0,0.0,0.0,0.027777777777777776
49057,0.3333333333333333,0.2,0.1,1.0
48639,0.0,0.0,0.1,0.16666666666666666
45742,0.0,0.2,0.1,0.25
45405,0.3333333333333333,0.2,0.1,1.0
45312,0.0,0.0,0.0,0.0
46365,0.3333333333333333,0.2,0.1,1.0
